Brand,Vendor Code,Vendor Name,Vendor Type,Vendor Address,Vendor City,Vendor State,Vendor Pin,Vendor Email,Vendor Phone
,7100001520,IAPL Group Private Ltd  Guj,Brand Call-Log,,,,,,
,7100001528,Havells India Ltd-AC  Guj,Brand Call-Log,,,,,,
,7100001529,Havells India Ltd-AC  Mah,Brand Call-Log,,,,,,
,7100001550,Kay Kay Overseas Corporation 2018,Brand Call-Log,,,,,,
,7100001556,Vego Home Science Pvt Ltd Mah,Brand Call-Log,,,,,,
,7100001576,Envent World Wide P L-Consign Mah,Brand Call-Log,,,,,,
,7100001584,Luxury Personified LLP Har,Brand Call-Log,,,,,,
,7100001600,Boss Appliances LLP,Brand Call-Log,,,,,,
,7100001614,Bulzertech,Brand Call-Log,,,,,,
,7100001625,Haier Appliances India Pvt Ltd Del,Brand Call-Log,,,,,,
,7100001626,Haier Appliances India Pvt Ltd Guj,Brand Call-Log,,,,,,
,7100001627,Haier Appliances India Pvt Ltd Kar,Brand Call-Log,,,,,,
,7100001628,Haier Appliances India Pvt Ltd Mah,Brand Call-Log,,,,,,
,7100001629,Haier Appliances India Pvt Ltd Tel,Brand Call-Log,,,,,,
,7100001633,Liebherr Appliances India P L Mah,Brand Call-Log,,,,,,
,7100001634,Liebherr Appliances India P L Kar,Brand Call-Log,,,,,,
,7100001635,Liebherr Appliances India P L Har,Brand Call-Log,,,,,,
,7100001636,Liebherr Appliances India P L Tel,Brand Call-Log,,,,,,
,7100001637,Liebherr Appliances India P L Guj,Brand Call-Log,,,,,,
,7100001643,Lucky Mycrofine Appl Pvt Ltd,Brand Call-Log,,,,,,
,7100001654,AAA PEE Appliances,Brand Call-Log,,,,,,
,7100001665,TPV Technology India Pvt Ltd Kar,Brand Call-Log,,,,,,
,7100001669,Puresight System Pvt Ltd,Brand Call-Log,,,,,,
,7100001674,Matrix Distribution Private Limited,Brand Call-Log,,,,,,
,7100001678,Voltbek Home Appliances Pvt Ltd Kar,Brand Call-Log,,,,,,
,7100001681,Voltbek Home Appliances Pvt Ltd Guj,Brand Call-Log,,,,,,
,7100001682,Voltbek Home Appliances Pvt Ltd Mah,Brand Call-Log,,,,,,
,7100001697,Dyson Technology India Pvt Ltd Del,Brand Call-Log,,,,,,
,7100001702,Amber Enterprises India Ltd,Brand Call-Log,,,,,,
,7100001742,Redington India Ltd Kol,Brand Call-Log,,,,,,
,7100001743,Ingram Micro India Ltd Kol,Brand Call-Log,,,,,,
,7100001750,Comrade Appliances Pvt Ltd,Brand Call-Log,,,,,,
,7100001757,Samsung India Electronics PLtd Kol,Brand Call-Log,,,,,,
,7100001768,BSH Household Appl Manf Pvt Lt Kol,Brand Call-Log,,,,,,
,7100001769,Panasonic India Private Ltd Kol,Brand Call-Log,,,,,,
,7100001790,Bajaj Electricals Lt Morphy GJ Kol,Brand Call-Log,,,,,,
,7100001791,Bajaj Electricals Ltd   MH GJ Kol,Brand Call-Log,,,,,,
,7100001828,Savex Technologies Pvt Ltd Kol,Brand Call-Log,,,,,,
,7100001844,Acetron Trade LLP,Brand Call-Log,,,,,,
,7100001845,Stove Kraft Ltd Kar,Brand Call-Log,,,,,,
,7100001871,Portronics Digital Pvt Ltd,Brand Call-Log,,,,,,
,7100001874,Apple India Private Limited,Brand Call-Log,,,,,,
,7100001888,Imagine Marketing Pvt Ltd,Brand Call-Log,,,,,,
,7100001889,Samsung (I)Electronics Pvt Lt UPCDC,Brand Call-Log,,,,,,
,7100001890,Compuage Infocom Limited Pune,Brand Call-Log,,,,,,
,7100001921,Alogic Electronics India Pvt Ltd CO,Brand Call-Log,,,,,,
,7100001937,RCA Techmart Pvt Ltd,Brand Call-Log,,,,,,
,7100001938,RCA Techmart Pvt Ltd,Brand Call-Log,,,,,,
,7100001963,Uni One India Pvt Ltd,Brand Call-Log,,,,,,
,7100001967,Texet Technologies Pvt Ltd,Brand Call-Log,,,,,,
,7100001974,Pacific Impex,Brand Call-Log,,,,,,
,7100001989,Portronics Digital Pvt Ltd Har,Brand Call-Log,,,,,,
,7100002029,OPPO Mobiles India Private Limited,Brand Call-Log,,,,,,
,7100002042,Ingram Micro India Pvt Ltd Nagpur,Brand Call-Log,,,,,,
,7100002059,Shariden Pvt Ltd,Brand Call-Log,,,,,,
,7100002101,BEURER INDIA PRIVATE LIMITED,Brand Call-Log,,,,,,
,7100002113,PaceTel Systems Pvt Ltd UP,Brand Call-Log,,,,,,
,7100002117,OSS Infocom Pvt Ltd Mah,Brand Call-Log,,,,,,
,7100002179,Lenovo India Pvt Ltd TIS Del,Brand Call-Log,,,,,,
,7100002182,Lenovo India Pvt Ltd TIS Mah,Brand Call-Log,,,,,,
,7100002183,Lenovo India Pvt Ltd TIS Tam,Brand Call-Log,,,,,,
,7100002253,Kay Kay Overseas Corporation Kar,Brand Call-Log,,,,,,
,7100002254,Kay Kay Overseas Corporation Mah,Brand Call-Log,,,,,,
Tax Invoice,2000003942,BAGHIRATHI TRAVEL SOLUTIONS PVT LTD,Brand Call-Log,,,,,,
Tax Invoice,2000003946,Voltas Limited Cha,Brand Call-Log,,,,,,
Tax Invoice,2000003947,Voltas Limited Tel,Brand Call-Log,,,,,,
Tax Invoice,2000003948,Voltas Limited Kar,Brand Call-Log,,,,,,
Tax Invoice,2000003949,Voltas Limited Del,Brand Call-Log,,,,,,
Tax Invoice,2000003950,Vision Distributors Pvt  Ltd Mah,Brand Call-Log,,,,,,
Tax Invoice,2000003951,Vision Distributors Pvt  Ltd Cha,Brand Call-Log,,,,,,
Tax Invoice,2000003952,Vision Distributors Pvt  Ltd Tel,Brand Call-Log,,,,,,
Tax Invoice,2000003953,Vision Distributors Pvt  Ltd Har,Brand Call-Log,,,,,,
Tax Invoice,2000003954,Vision Distributors Pvt  Ltd Del,Brand Call-Log,,,,,,
Tax Invoice,2000003955,Videocon Industries Limited Mah,Brand Call-Log,,,,,,
Tax Invoice,2000003956,Videocon Industries Limited Cha,Brand Call-Log,,,,,,
Tax Invoice,2000003957,Videocon Industries Limited Tel,Brand Call-Log,,,,,,
Tax Invoice,2000003958,Videocon Industries Limited Har,Brand Call-Log,,,,,,
Tax Invoice,2000003959,Videocon Industries Limited Utt,Brand Call-Log,,,,,,
Tax Invoice,2000003960,Videocon Industries Limited Kar,Brand Call-Log,,,,,,
Tax Invoice,2000003961,Videocon Industries Limited Del,Brand Call-Log,,,,,,
Tax Invoice,2000003962,Videocon Industries Limited Guj,Brand Call-Log,,,,,,
Tax Invoice,2000003963,V Guard Industries Limited Mah,Brand Call-Log,,,,,,
Tax Invoice,2000003964,V Guard Industries Limited Cha,Brand Call-Log,,,,,,
Tax Invoice,2000003965,V Guard Industries Limited Tel,Brand Call-Log,,,,,,
Tax Invoice,2000003966,V Guard Industries Limited Har,Brand Call-Log,,,,,,
Tax Invoice,2000003967,V Guard Industries Limited Kar,Brand Call-Log,,,,,,
Tax Invoice,2000003968,V Guard Industries Limited Del,Brand Call-Log,,,,,,
Tax Invoice,2000003969,Usha International Ltd Tel,Brand Call-Log,,,,,,
Tax Invoice,2000003970,Usha International Ltd Har,Brand Call-Log,,,,,,
Tax Invoice,2000003971,Usha International Ltd Del,Brand Call-Log,,,,,,
Tax Invoice,2000005087,Usha International Ltd Kar,Brand Call-Log,,,,,,
Tax Invoice,2000003972,Universal Corp Ltd    Mah,Brand Call-Log,,,,,,
Tax Invoice,2000003973,Universal Corp Ltd    Cha,Brand Call-Log,,,,,,
Tax Invoice,2000003974,Universal Corp Ltd    Har,Brand Call-Log,,,,,,
Tax Invoice,2000003975,Universal Corp Ltd    Kar,Brand Call-Log,,,,,,
Tax Invoice,2000003976,Universal Corp Ltd    Del,Brand Call-Log,,,,,,
Tax Invoice,2000003977,Supertron Electronics PVT LTD Mah,Brand Call-Log,,,,,,
Tax Invoice,2000003978,Supertron Electronics PVT LTD Cha,Brand Call-Log,,,,,,
Tax Invoice,2000003979,Supertron Electronics PVT LTD Tel,Brand Call-Log,,,,,,
Tax Invoice,2000003980,Supertron Electronics PVT LTD Har,Brand Call-Log,,,,,,
Tax Invoice,2000003981,Supertron Electronics PVT LTD Kar,Brand Call-Log,,,,,,
Tax Invoice,2000003982,Supertron Electronics PVT LTD Del,Brand Call-Log,,,,,,
Tax Invoice,2000003983,Supertron Electronics PVT LTD Guj,Brand Call-Log,,,,,,
Tax Invoice,2000003984,Sony India Private Limited Mah,Brand Call-Log,,,,,,
Tax Invoice,2000003985,Sony India Private Limited Cha,Brand Call-Log,,,,,,
Tax Invoice,2000003986,Sony India Private Limited Tel,Brand Call-Log,,,,,,
Tax Invoice,2000003987,Sony India Private Limited Har,Brand Call-Log,,,,,,
Tax Invoice,2000003988,Sony India Private Limited Kar,Brand Call-Log,,,,,,
Tax Invoice,2000003989,Sony India Private Limited Del,Brand Call-Log,,,,,,
Tax Invoice,2000003990,Sennheiser Electronics I P Ltd Mah,Brand Call-Log,,,,,,
Tax Invoice,2000003991,Sennheiser Electronics I P Ltd Har,Brand Call-Log,,,,,,
Tax Invoice,2000003992,Sennheiser Electronics I P Ltd Kar,Brand Call-Log,,,,,,
Tax Invoice,2000003993,Sennheiser Electronics I P Ltd Del,Brand Call-Log,,,,,,
Tax Invoice,2000003994,Savex Technologies Pvt Ltd Har,Brand Call-Log,,,,,,
Tax Invoice,2000003995,Savex Technologies Pvt Ltd Kar,Brand Call-Log,,,,,,
Tax Invoice,2000003996,Savex Technologies Pvt Ltd Del,Brand Call-Log,,,,,,
Tax Invoice,2000003997,Savex Technologies Pvt Ltd Guj,Brand Call-Log,,,,,,
Tax Invoice,2000003998,Samsung India Electronics PLtd Mah,Brand Call-Log,,,,,,
Tax Invoice,2000003999,Samsung India Electronics PLtd Cha,Brand Call-Log,,,,,,
Tax Invoice,2000004000,Samsung India Electronics PLtd Tel,Brand Call-Log,,,,,,
Tax Invoice,2000004001,Samsung India Electronics PLtd Har,Brand Call-Log,,,,,,
Tax Invoice,2000004002,Samsung India Electronics PLtd Kar,Brand Call-Log,,,,,,
Tax Invoice,2000004003,Samsung India Electronics PLtd Del,Brand Call-Log,,,,,,
Tax Invoice,2000004004,Samsung (I) Electronics Pvt Lt Mah,Brand Call-Log,,,,,,
Tax Invoice,2000004005,Samsung (I) Electronics Pvt Lt Cha,Brand Call-Log,,,,,,
Tax Invoice,2000004006,Samsung (I) Electronics Pvt Lt Tel,Brand Call-Log,,,,,,
Tax Invoice,2000004007,Samsung (I) Electronics Pvt Lt Har,Brand Call-Log,,,,,,
Tax Invoice,2000004008,Samsung (I) Electronics Pvt Lt Kar,Brand Call-Log,,,,,,
Tax Invoice,2000004009,Samsung (I) Electronics Pvt Lt Del,Brand Call-Log,,,,,,
Tax Invoice,2000004010,Rx infotech Private Limited Har,Brand Call-Log,,,,,,
Tax Invoice,2000004011,Rx infotech Private Limited Utt,Brand Call-Log,,,,,,
Tax Invoice,2000004012,Rx infotech Private Limited Kar,Brand Call-Log,,,,,,
Tax Invoice,2000004013,Rx infotech Private Limited Del,Brand Call-Log,,,,,,
Tax Invoice,2000004014,RX Infotech P Limited Har,Brand Call-Log,,,,,,
Tax Invoice,2000004015,RX Infotech P Limited Utt,Brand Call-Log,,,,,,
Tax Invoice,2000004016,RX Infotech P Limited Kar,Brand Call-Log,,,,,,
Tax Invoice,2000004017,RX Infotech P Limited Del,Brand Call-Log,,,,,,
Tax Invoice,2000004018,Redington India Ltd Mah,Brand Call-Log,,,,,,
Tax Invoice,2000004019,Redington India Ltd Cha,Brand Call-Log,,,,,,
Tax Invoice,2000004020,Redington India Ltd Har,Brand Call-Log,,,,,,
Tax Invoice,2000004021,Redington India Ltd Kar,Brand Call-Log,,,,,,
Tax Invoice,2000004022,Redington India Ltd Del,Brand Call-Log,,,,,,
Tax Invoice,2000004023,Rashi Peripherals Pvt Ltd   MH Mah,Brand Call-Log,,,,,,
Tax Invoice,2000004024,Rashi Peripherals Pvt Ltd   MH Cha,Brand Call-Log,,,,,,
Tax Invoice,2000004025,Rashi Peripherals Pvt Ltd   MH Har,Brand Call-Log,,,,,,
Tax Invoice,2000004026,Rashi Peripherals Pvt Ltd   MH Utt,Brand Call-Log,,,,,,
Tax Invoice,2000004027,Rashi Peripherals Pvt Ltd   MH Kar,Brand Call-Log,,,,,,
Tax Invoice,2000004028,Rashi Peripherals Pvt Ltd   MH Del,Brand Call-Log,,,,,,
Tax Invoice,2000004029,Rashi Peripherals Pvt Ltd   MH Guj,Brand Call-Log,,,,,,
Tax Invoice,2000004030,Moksha Enterprises Cha,Brand Call-Log,,,,,,
Tax Invoice,2000004031,Moksha Enterprises Har,Brand Call-Log,,,,,,
Tax Invoice,2000004032,Moksha Enterprises Del,Brand Call-Log,,,,,,
Tax Invoice,2000004033,Modi Infosol Pvt Ltd Har,Brand Call-Log,,,,,,
Tax Invoice,2000004034,Modi Infosol Pvt Ltd Del,Brand Call-Log,,,,,,
Tax Invoice,2000004035,LG Electronics India Pvt Ltd Har,Brand Call-Log,,,,,,
Tax Invoice,2000004036,LG Electronics India Pvt Ltd Kar,Brand Call-Log,,,,,,
Tax Invoice,2000004037,LG Electronics I Pvt Ltd    GSM Har,Brand Call-Log,,,,,,
Tax Invoice,2000004038,LG Electronics I Pvt Ltd    GSM Kar,Brand Call-Log,,,,,,
Tax Invoice,2000004039,Lava International Ltd Cha,Brand Call-Log,,,,,,
Tax Invoice,2000004040,Lava International Ltd Tel,Brand Call-Log,,,,,,
Tax Invoice,2000004041,Lava International Ltd Har,Brand Call-Log,,,,,,
Tax Invoice,2000004042,Lava International Ltd Kar,Brand Call-Log,,,,,,
Tax Invoice,2000004043,Lava International Ltd Del,Brand Call-Log,,,,,,
Tax Invoice,2000004044,Kent RO Systems Limited Mah,Brand Call-Log,,,,,,
Tax Invoice,2000004045,Kent RO Systems Limited Cha,Brand Call-Log,,,,,,
Tax Invoice,2000004046,Kent RO Systems Limited Tel,Brand Call-Log,,,,,,
Tax Invoice,2000004047,Kent RO Systems Limited Har,Brand Call-Log,,,,,,
Tax Invoice,2000004048,Kent RO Systems Limited Kar,Brand Call-Log,,,,,,
Tax Invoice,2000004049,Kent RO Systems Limited Del,Brand Call-Log,,,,,,
Tax Invoice,2000004050,Kay Kay Overseas Corporation Mah,Brand Call-Log,,,,,,
Tax Invoice,2000004051,Kay Kay Overseas Corporation Tel,Brand Call-Log,,,,,,
Tax Invoice,2000004052,Kay Kay Overseas Corporation Har,Brand Call-Log,,,,,,
Tax Invoice,2000004053,Kay Kay Overseas Corporation Del,Brand Call-Log,,,,,,
Tax Invoice,2000004054,Inter Foto India Pvt Ltd Mah,Brand Call-Log,,,,,,
Tax Invoice,2000004055,Inter Foto India Pvt Ltd Kar,Brand Call-Log,,,,,,
Tax Invoice,2000004056,Ingram Micro India Ltd Cha,Brand Call-Log,,,,,,
Tax Invoice,2000004057,Ingram Micro India Ltd Har,Brand Call-Log,,,,,,
Tax Invoice,2000004058,Ingram Micro India Ltd Utt,Brand Call-Log,,,,,,
Tax Invoice,2000004059,Ingram Micro India Pvt Ltd Kar,Brand Call-Log,,,,,,
Tax Invoice,2000004060,Ingram Micro India Ltd Del,Brand Call-Log,,,,,,
Tax Invoice,2000004061,IFB Industries Ltd Cha,Brand Call-Log,,,,,,
Tax Invoice,2000004062,IFB Industries Ltd Kar,Brand Call-Log,,,,,,
Tax Invoice,2000004063,IFB Industries Ltd Del,Brand Call-Log,,,,,,
Tax Invoice,2000004064,Hyson System Ltd Tel,Brand Call-Log,,,,,,
Tax Invoice,2000004065,Hyson System Ltd Har,Brand Call-Log,,,,,,
Tax Invoice,2000004066,Hyson System Ltd Kar,Brand Call-Log,,,,,,
Tax Invoice,2000004067,HCL Infosystems Limited Cha,Brand Call-Log,,,,,,
Tax Invoice,2000004068,HCL Infosystems Limited Tel,Brand Call-Log,,,,,,
Tax Invoice,2000004069,HCL Infosystems Limited Har,Brand Call-Log,,,,,,
Tax Invoice,2000004070,HCL Infosystems Limited Kar,Brand Call-Log,,,,,,
Tax Invoice,2000004071,HCL Infosystems Limited Del,Brand Call-Log,,,,,,
Tax Invoice,2000004072,HCL Infosystems Limited Cha,Brand Call-Log,,,,,,
Tax Invoice,2000004073,HCL Infosystems Limited Tel,Brand Call-Log,,,,,,
Tax Invoice,2000004074,HCL Infosystems Limited Har,Brand Call-Log,,,,,,
Tax Invoice,2000004075,HCL Infosystems Limited Kar,Brand Call-Log,,,,,,
Tax Invoice,2000004076,HCL Infosystems Limited Del,Brand Call-Log,,,,,,
Tax Invoice,2000004077,Havells India Ltd Mah,Brand Call-Log,,,,,,
Tax Invoice,2000004078,Havells India Ltd Cha,Brand Call-Log,,,,,,
Tax Invoice,2000004079,Havells India Ltd Kar,Brand Call-Log,,,,,,
Tax Invoice,2000004080,Havells India Ltd Del,Brand Call-Log,,,,,,
Tax Invoice,2000004081,Godrej and Boyce Mfg Co  Ltd Har,Brand Call-Log,,,,,,
Tax Invoice,2000004082,Godrej and Boyce Mfg Co  Ltd Utt,Brand Call-Log,,,,,,
Tax Invoice,2000004083,Godrej and Boyce Mfg Co  Ltd Kar,Brand Call-Log,,,,,,
Tax Invoice,2000004084,Godrej and Boyce Mfg Co  Ltd Del,Brand Call-Log,,,,,,
Tax Invoice,2000004085,Gibson Innovations Mah,Brand Call-Log,,,,,,
Tax Invoice,2000004086,Gibson Innovations Cha,Brand Call-Log,,,,,,
Tax Invoice,2000004087,Gibson Innovations Tel,Brand Call-Log,,,,,,
Tax Invoice,2000004088,Gibson Innovations Har,Brand Call-Log,,,,,,
Tax Invoice,2000004089,Gibson Innovations Utt,Brand Call-Log,,,,,,
Tax Invoice,2000004090,Gibson Innovations Kar,Brand Call-Log,,,,,,
Tax Invoice,2000004091,Gibson Innovations Del,Brand Call-Log,,,,,,
Tax Invoice,2000004092,Fortune Marketing Pvt Ltd Mah,Brand Call-Log,,,,,,
Tax Invoice,2000004093,Fortune Marketing Pvt Ltd Cha,Brand Call-Log,,,,,,
Tax Invoice,2000004094,Fortune Marketing Pvt Ltd Tel,Brand Call-Log,,,,,,
Tax Invoice,2000004095,Fortune Marketing Pvt Ltd Har,Brand Call-Log,,,,,,
Tax Invoice,2000004096,Fortune Marketing Pvt Ltd Utt,Brand Call-Log,,,,,,
Tax Invoice,2000004097,Fortune Marketing Pvt Ltd Kar,Brand Call-Log,,,,,,
Tax Invoice,2000004098,Fortune Marketing Pvt Ltd Del,Brand Call-Log,,,,,,
Tax Invoice,2000004099,Fenda Audio India Ltd Mah,Brand Call-Log,,,,,,
Tax Invoice,2000004100,UMA AUTOMOBILES,Brand Call-Log,,,,,,
Tax Invoice,2000004101,Zero Electronics,Brand Call-Log,,,,,,
Tax Invoice,2000004102,GCI Network Pvt Ltd,Brand Call-Log,,,,,,
Tax Invoice,2000004106,Ingram Micro India Pvt Ltd Kar,Brand Call-Log,,,,,,
Tax Invoice,2000003919,Whirlpool of India Limited Mah,Brand Call-Log,,,,,,
Tax Invoice,2000003920,Whirlpool of India Limited Tel,Brand Call-Log,,,,,,
Tax Invoice,2000003921,Whirlpool of India Limited Har,Brand Call-Log,,,,,,
Tax Invoice,2000003922,Whirlpool of India Limited Utt,Brand Call-Log,,,,,,
Tax Invoice,2000003923,Whirlpool of India Limited Kar,Brand Call-Log,,,,,,
Tax Invoice,2000003924,Whirlpool of India Limited Tam,Brand Call-Log,,,,,,
Tax Invoice,2000003819,Ingram Micro India Ltd Mah,Brand Call-Log,,,,,,
Tax Invoice,2000003820,Ingram Micro India Ltd Cha,Brand Call-Log,,,,,,
Tax Invoice,2000003866,Ingram Micro India Ltd Tel,Brand Call-Log,,,,,,
Tax Invoice,2000003867,Ingram Micro India Ltd Har,Brand Call-Log,,,,,,
Tax Invoice,2000003868,Ingram Micro India Ltd Utt,Brand Call-Log,,,,,,
Tax Invoice,2000003871,Ingram Micro India Ltd Tam,Brand Call-Log,,,,,,
Tax Invoice,2000003872,Ingram Micro India Ltd Del,Brand Call-Log,,,,,,
Tax Invoice,2000003873,Ingram Micro India Ltd Guj,Brand Call-Log,,,,,,
Tax Invoice,2000003927,JOHNSON CONTROLS-HITACHI,Brand Call-Log,,,,,,
Tax Invoice,2000003928,JOHNSON CONTROLS-HITACHI,Brand Call-Log,,,,,,
Tax Invoice,2000003929,JOHNSON CONTROLS-HITACHI,Brand Call-Log,,,,,,
Tax Invoice,2000003930,JOHNSON CONTROLS-HITACHI,Brand Call-Log,,,,,,
Tax Invoice,2000003931,JOHNSON CONTROLS-HITACHI,Brand Call-Log,,,,,,
Tax Invoice,2000003932,Panasonic Appl India Co Ltd Cha,Brand Call-Log,,,,,,
Tax Invoice,2000003933,Panasonic Appl India Co Ltd Kar,Brand Call-Log,,,,,,
Tax Invoice,2000003934,Panasonic Appl India Co Ltd Del,Brand Call-Log,,,,,,
Tax Invoice,2000003935,Panasonic India Private Ltd Mah,Brand Call-Log,,,,,,
Tax Invoice,2000003936,Panasonic India Private Ltd Cha,Brand Call-Log,,,,,,
Tax Invoice,2000003937,Panasonic India Private Ltd Tel,Brand Call-Log,,,,,,
Tax Invoice,2000003938,Panasonic India Private Ltd Har,Brand Call-Log,,,,,,
Tax Invoice,2000003939,Panasonic India Private Ltd Utt,Brand Call-Log,,,,,,
Tax Invoice,2000003940,Panasonic India Private Ltd Kar,Brand Call-Log,,,,,,
Tax Invoice,2000003941,Panasonic India Private Ltd Del,Brand Call-Log,,,,,,
Tax Invoice,2000005087,Usha International Ltd Kar,Brand Call-Log,,,,,,
Tax Invoice,2000005115,Eureka Forbes Ltd Kar,Brand Call-Log,,,,,,
Tax Invoice,2000004148,COMPUAGE INFCOM LIMITED KAR,Brand Call-Log,,,,,,
Whirlpool,7100000599,Whirlpool of India Limited Tel,Brand Call-Log,,,,,,
Whirlpool,7100000600,Whirlpool of India Limited Har,Brand Call-Log,,,,,,
Whirlpool,7100000601,Whirlpool of India Limited Utt,Brand Call-Log,,,,,,
Whirlpool,7100000602,Whirlpool of India Limited Kar,Brand Call-Log,,,,,,
Whirlpool,7100000603,Whirlpool of India Limited Tam,Brand Call-Log,,,,,,
Whirlpool,7100000604,Whirlpool of India Limited Del,Brand Call-Log,,,,,,
Voltas,7100000605,Voltas Limited Mah,Brand Call-Log,,,,,,
Voltas,7100000606,Voltas Limited Cha,Brand Call-Log,,,,,,
Voltas,7100000607,Voltas Limited Tel,Brand Call-Log,,,,,,
Voltas,7100000608,Voltas Limited Har,Brand Call-Log,,,,,,
Voltas,7100000609,Voltas Limited Utt,Brand Call-Log,,,,,,
Voltas,7100000610,Voltas Limited Kar,Brand Call-Log,,,,,,
Voltas,7100000611,Voltas Limited Tam,Brand Call-Log,,,,,,
Voltas,7100000612,Voltas Limited Del,Brand Call-Log,,,,,,
Vision,7100000613,Vision Distributors Pvt  Ltd Mah,Brand Call-Log,,,,,,
Vision,7100000614,Vision Distributors Pvt  Ltd Cha,Brand Call-Log,,,,,,
Vision,7100000615,Vision Distributors Pvt  Ltd Tel,Brand Call-Log,,,,,,
Vision,7100000616,Vision Distributors Pvt  Ltd Har,Brand Call-Log,,,,,,
Vision,7100000617,Vision Distributors Pvt  Ltd Utt,Brand Call-Log,,,,,,
Vision,7100000618,Vision Distributors Pvt  Ltd Kar,Brand Call-Log,,,,,,
Vision,7100000619,Vision Distributors Pvt  Ltd Tam,Brand Call-Log,,,,,,
Vision,7100000620,Vision Distributors Pvt  Ltd Del,Brand Call-Log,,,,,,
Vision,7100000621,Vision Distributors Pvt  Ltd Guj,Brand Call-Log,,,,,,
Videocon,7100000622,Videocon Industries Limited Mah,Brand Call-Log,,,,,,
Videocon,7100000623,Videocon Industries Limited Cha,Brand Call-Log,,,,,,
Videocon,7100000624,Videocon Industries Limited Tel,Brand Call-Log,,,,,,
Videocon,7100000625,Videocon Industries Limited Har,Brand Call-Log,,,,,,
Videocon,7100000626,Videocon Industries Limited Utt,Brand Call-Log,,,,,,
Videocon,7100000627,Videocon Industries Limited Kar,Brand Call-Log,,,,,,
Videocon,7100000628,Videocon Industries Limited Tam,Brand Call-Log,,,,,,
Videocon,7100000629,Videocon Industries Limited Del,Brand Call-Log,,,,,,
Videocon,7100000630,Videocon Industries Limited Guj,Brand Call-Log,,,,,,
V Guard,7100000631,V Guard Industries Limited Mah,Brand Call-Log,,,,,,
V Guard,7100000632,V Guard Industries Limited Cha,Brand Call-Log,,,,,,
V Guard,7100000633,V Guard Industries Limited Tel,Brand Call-Log,,,,,,
V Guard,7100000634,V Guard Industries Limited Har,Brand Call-Log,,,,,,
V Guard,7100000635,V Guard Industries Limited Utt,Brand Call-Log,,,,,,
V Guard,7100000636,V Guard Industries Limited Kar,Brand Call-Log,,,,,,
V Guard,7100000637,V Guard Industries Limited Tam,Brand Call-Log,,,,,,
V Guard,7100000638,V Guard Industries Limited Del,Brand Call-Log,,,,,,
V Guard,7100000639,V Guard Industries Limited Guj,Brand Call-Log,,,,,,
Usha,7100000640,Usha International Ltd Mah,Brand Call-Log,,,,,,
Usha,7100000641,Usha International Ltd Cha,Brand Call-Log,,,,,,
Usha,7100000642,Usha International Ltd Tel,Brand Call-Log,,,,,,
Usha,7100000643,Usha International Ltd Har,Brand Call-Log,,,,,,
Usha,7100000644,Usha International Ltd Utt,Brand Call-Log,,,,,,
Usha,7100000645,Usha International Ltd Tam,Brand Call-Log,,,,,,
Usha,7100000646,Usha International Ltd Del,Brand Call-Log,,,,,,
Usha,7100000647,Usha International Ltd Guj,Brand Call-Log,,,,,,
Universal,7100000648,Universal Corp Ltd    Mah,Brand Call-Log,,,,,,
Universal,7100000649,Universal Corp Ltd    Cha,Brand Call-Log,,,,,,
Universal,7100000650,Universal Corp Ltd    Har,Brand Call-Log,,,,,,
Universal,7100000651,Universal Corp Ltd    Kar,Brand Call-Log,,,,,,
Universal,7100000652,Universal Corp Ltd    Tam,Brand Call-Log,,,,,,
Universal,7100000653,Universal Corp Ltd    Del,Brand Call-Log,,,,,,
Universal,7100000654,Universal Corp Ltd    Guj,Brand Call-Log,,,,,,
Symphony,7100000655,Symphony Limited Mah,Brand Call-Log,,,,,,
Symphony,7100000656,Symphony Limited Cha,Brand Call-Log,,,,,,
Symphony,7100000657,Symphony Limited Tel,Brand Call-Log,,,,,,
Symphony,7100000658,Symphony Limited Har,Brand Call-Log,,,,,,
Symphony,7100000659,Symphony Limited Utt,Brand Call-Log,,,,,,
Symphony,7100000660,Symphony Limited Kar,Brand Call-Log,,,,,,
Symphony,7100000661,Symphony Limited Tam,Brand Call-Log,,,,,,
Symphony,7100000662,Symphony Limited Del,Brand Call-Log,,,,,,
Symphony,7100000663,Symphony Limited Guj,Brand Call-Log,,,,,,
Supertron,7100000664,Supertron Electronics PVT LTD Mah,Brand Call-Log,,,,,,
Supertron,7100000665,Supertron Electronics PVT LTD Cha,Brand Call-Log,,,,,,
Supertron,7100000666,Supertron Electronics PVT LTD Tel,Brand Call-Log,,,,,,
Supertron,7100000667,Supertron Electronics PVT LTD Har,Brand Call-Log,,,,,,
Supertron,7100000668,Supertron Electronics PVT LTD Utt,Brand Call-Log,,,,,,
Supertron,7100000669,Supertron Electronics PVT LTD Kar,Brand Call-Log,,,,,,
Supertron,7100000670,Supertron Electronics PVT LTD Tam,Brand Call-Log,,,,,,
Supertron,7100000671,Supertron Electronics PVT LTD Del,Brand Call-Log,,,,,,
Supertron,7100000672,Supertron Electronics PVT LTD Guj,Brand Call-Log,,,,,,
Sony,7100000673,Sony India Private Limited Mah,Brand Call-Log,,,,,,
Sony,7100000674,Sony India Private Limited Cha,Brand Call-Log,,,,,,
Sony,7100000675,Sony India Private Limited Tel,Brand Call-Log,,,,,,
Sony,7100000676,Sony India Private Limited Har,Brand Call-Log,,,,,,
Sony,7100000677,Sony India Private Limited Utt,Brand Call-Log,,,,,,
